300001#Adams NHS#Region I#Ilocos Norte#Adams#Ilocos Norte#20#12#32#13#17#30#10#15#25#17#14#31#0#0#0#0#0#0#0#0#0#60#58#118
300002#Bacarra NCHS#Region I#Ilocos Norte#Bacarra#Ilocos Norte#240#288#528#229#258#487#225#231#456#261#207#468#0#0#0#0#0#0#0#0#0#955#984#1939
300003#Bangui NHS#Region I#Ilocos Norte#Bangui#Ilocos Norte#89#84#173#78#88#166#65#76#141#54#79#133#0#0#0#0#0#0#0#0#0#286#327#613
300004#Banna National High School#Region I#Ilocos Norte#Banna (Espiritu)#Ilocos Norte#38#47#85#47#54#101#39#42#81#52#45#97#0#0#0#0#0#0#0#0#0#176#188#364
300005#Batac NHS#Region I#Ilocos Norte#City of Batac#Batac City#78#70#148#60#61#121#68#64#132#53#50#103#0#0#0#0#0#0#0#0#0#259#245#504
300006#Burgos Agro-Industrial School#Region I#Ilocos Norte#Burgos#Ilocos Norte#79#63#142#90#84#174#74#62#136#74#73#147#0#0#0#0#0#0#0#0#0#317#282#599
300007#Cadaratan National High School#Region I#Ilocos Norte#Bacarra#Ilocos Norte#41#47#88#64#51#115#41#49#90#41#58#99#0#0#0#0#0#0#0#0#0#187#205#392
300008#Caestebanan NHS#Region I#Ilocos Norte#Banna (Espiritu)#Ilocos Norte#35#24#59#31#31#62#26#30#56#34#23#57#0#0#0#0#0#0#0#0#0#126#108#234
300009#Carasi NHS#Region I#Ilocos Norte#Carasi#Ilocos Norte#15#20#35#21#20#41#10#16#26#20#11#31#0#0#0#0#0#0#0#0#0#66#67#133
300010#Caribquib NHS#Region I#Ilocos Norte#Banna (Espiritu)#Ilocos Norte#37#24#61#39#29#68#28#35#63#39#25#64#0#0#0#0#0#0#0#0#0#143#113#256
300011#Catagtaguen NHS#Region I#Ilocos Norte#Banna (Espiritu)#Ilocos Norte#32#34#66#42#37#79#37#50#87#35#29#64#0#0#0#0#0#0#0#0#0#146#150#296
300012#Crispina Marcos Valdez NHS#Region I#Ilocos Norte#City of Batac#Batac City#27#35#62#35#34#69#30#18#48#28#31#59#0#0#0#0#0#0#0#0#0#120#118#238
300013#Currimao NHS#Region I#Ilocos Norte#Currimao#Ilocos Norte#31#34#65#29#24#53#38#30#68#21#33#54#0#0#0#0#0#0#0#0#0#119#121#240
300014#Davila National High School#Region I#Ilocos Norte#Pasuquin#Ilocos Norte#56#61#117#46#62#108#52#45#97#49#38#87#0#0#0#0#0#0#0#0#0#203#206#409
300015#Dingras NHS/Lt. Edgar Foz Mem. NHS#Region I#Ilocos Norte#Dingras#Ilocos Norte#108#121#229#101#97#198#71#90#161#92#59#151#0#0#0#0#0#0#0#0#0#372#367#739
300016#Piddig National High School#Region I#Ilocos Norte#Piddig#Ilocos Norte#87#82#169#97#68#165#81#67#148#71#56#127#0#0#0#0#0#0#0#0#0#336#273#609
300017#Dumalneg NHS#Region I#Ilocos Norte#Dumalneg#Ilocos Norte#24#29#53#13#29#42#14#14#28#11#19#30#0#0#0#0#0#0#0#0#0#62#91#153
300018#Ilocos Norte Agricultural College#Region I#Ilocos Norte#Pasuquin#Ilocos Norte#143#152#295#161#137#298#120#137#257#104#123#227#0#0#0#0#0#0#0#0#0#528#549#1077
300019#Luzong NHS#Region I#Ilocos Norte#Pagudpud#Ilocos Norte#72#56#128#54#74#128#45#60#105#45#49#94#0#0#0#0#0#0#0#0#0#216#239#455
300020#Marcos NHS#Region I#Ilocos Norte#Marcos#Ilocos Norte#112#98#210#84#113#197#81#92#173#85#95#180#0#0#0#0#0#0#0#0#0#362#398#760
300021#Nagrebcan NHS#Region I#Ilocos Norte#Badoc#Ilocos Norte#43#32#75#56#41#97#37#28#65#29#31#60#0#0#0#0#0#0#0#0#0#165#132#297
300022#Nueva Era National High School#Region I#Ilocos Norte#Nueva Era#Ilocos Norte#64#65#129#58#72#130#44#45#89#50#66#116#0#0#0#0#0#0#0#0#0#216#248#464
300023#Pagsanahan NHS#Region I#Ilocos Norte#Badoc#Ilocos Norte#40#28#68#46#34#80#39#37#76#37#34#71#0#0#0#0#0#0#0#0#0#162#133#295
300024#Pagudpud NHS#Region I#Ilocos Norte#Pagudpud#Ilocos Norte#83#71#154#81#73#154#78#60#138#49#57#106#0#0#0#0#0#0#0#0#0#291#261#552
300025#Paoay Lake NHS#Region I#Ilocos Norte#Paoay#Ilocos Norte#48#37#85#32#37#69#42#44#86#40#55#95#0#0#0#0#0#0#0#0#0#162#173#335
300026#Pasaleng National High School#Region I#Ilocos Norte#Pagudpud#Ilocos Norte#50#39#89#45#43#88#46#30#76#42#25#67#0#0#0#0#0#0#0#0#0#183#137#320
300027#Pinili NHS#Region I#Ilocos Norte#Pinili#Ilocos Norte#128#120#248#94#92#186#78#91#169#75#69#144#0#0#0#0#0#0#0#0#0#375#372#747
300028#San Nicolas NHS#Region I#Ilocos Norte#San Nicolas#Ilocos Norte#198#189#387#201#200#401#187#187#374#172#179#351#0#0#0#0#0#0#0#0#0#758#755#1513
300029#Sarrat National High School#Region I#Ilocos Norte#Sarrat#Ilocos Norte#165#155#320#146#119#265#140#166#306#138#107#245#0#0#0#0#0#0#0#0#0#589#547#1136
300030#Solsona National High School, Maananteng Campus#Region I#Ilocos Norte#Solsona#Ilocos Norte#102#106#208#123#107#230#109#93#202#74#79#153#0#0#0#0#0#0#0#0#0#408#385#793
300031#VINTAR NHS#Region I#Ilocos Norte#Vintar#Ilocos Norte#39#39#78#47#35#82#28#39#67#35#32#67#0#0#0#0#0#0#0#0#0#149#145#294
300032#Ag-agrao NHS#Region I#Ilocos Sur#Santa Maria#Ilocos Sur#24#32#56#34#26#60#24#25#49#20#24#44#0#0#0#0#0#0#0#0#0#102#107#209
300033#Alilem NHS (Alilem Daya HS)#Region I#Ilocos Sur#Alilem#Ilocos Sur#79#65#144#64#77#141#65#59#124#67#54#121#0#0#0#0#0#0#0#0#0#275#255#530
