304926#Atong-Atong NHS#ARMM - Autonomous Region in Muslim Mindanao#BASILAN#LANTAWAN#Basilan#44#39#83#20#30#50#26#37#63#14#31#45#0#0#0#0#0#0#0#0#0#104#137#241
304927#Atong-Atong NHS - Tairan Annex#ARMM - Autonomous Region in Muslim Mindanao#BASILAN#LANTAWAN#Basilan#27#36#63#23#41#64#22#20#42#13#21#34#0#0#0#0#0#0#0#0#0#85#118#203
304933#Bubuan NHS#ARMM - Autonomous Region in Muslim Mindanao#BASILAN#TABUAN-LASA#Basilan#13#10#23#11#14#25#9#8#17#8#7#15#0#0#0#0#0#0#0#0#0#41#39#80
304934#Bubuan NHS-Saluping Annex#ARMM - Autonomous Region in Muslim Mindanao#BASILAN#TABUAN-LASA#Basilan#24#33#57#21#41#62#23#21#44#15#16#31#0#0#0#0#0#0#0#0#0#83#111#194
304936#Concepcion NHS#ARMM - Autonomous Region in Muslim Mindanao#BASILAN#LANTAWAN#Basilan#60#57#117#40#41#81#39#40#79#23#36#59#0#0#0#0#0#0#0#0#0#162#174#336
304937#Jacinto Cuevas NHS#ARMM - Autonomous Region in Muslim Mindanao#BASILAN#TIPO-TIPO#Basilan#29#70#99#30#43#73#18#32#50#16#18#34#0#0#0#0#0#0#0#0#0#93#163#256
304941#Lubukan NHS#ARMM - Autonomous Region in Muslim Mindanao#BASILAN#HADJI MUHTAMAD#Basilan#34#41#75#35#47#82#30#38#68#25#37#62#0#0#0#0#0#0#0#0#0#124#163#287
304942#Lubukan NHS-Sangbay Small Annex#ARMM - Autonomous Region in Muslim Mindanao#BASILAN#HADJI MUHTAMAD#Basilan#27#31#58#20#27#47#13#28#41#13#20#33#0#0#0#0#0#0#0#0#0#73#106#179
304943#Maluso NHS#ARMM - Autonomous Region in Muslim Mindanao#BASILAN#MALUSO#Basilan#210#327#537#180#243#423#146#205#351#106#188#294#0#0#0#0#0#0#0#0#0#642#963#1605
304947#Sinangkapan NHS#ARMM - Autonomous Region in Muslim Mindanao#BASILAN#TUBURAN#Basilan#41#37#78#31#35#66#32#28#60#10#23#33#0#0#0#0#0#0#0#0#0#114#123#237
304948#Sinulatan NHS#ARMM - Autonomous Region in Muslim Mindanao#BASILAN#TUBURAN#Basilan#48#43#91#24#36#60#22#18#40#29#20#49#0#0#0#0#0#0#0#0#0#123#117#240
318003#Sinulatan NHS - Butun Annex#ARMM - Autonomous Region in Muslim Mindanao#BASILAN#TUBURAN#Basilan#30#23#53#11#16#27#14#17#31#5#12#17#0#0#0#0#0#0#0#0#0#60#68#128
304949#Sinulatan NHS-Tuburan Annex#ARMM - Autonomous Region in Muslim Mindanao#BASILAN#HADJI MOHAMMAD AJUL#Basilan#16#18#34#19#15#34#14#17#31#5#15#20#0#0#0#0#0#0#0#0#0#54#65#119
304950#Sumisip Agro-Fisheries School#ARMM - Autonomous Region in Muslim Mindanao#BASILAN#SUMISIP#Basilan#31#47#78#28#17#45#14#39#53#12#36#48#0#0#0#0#0#0#0#0#0#85#139#224
304951#Sumisip NHS#ARMM - Autonomous Region in Muslim Mindanao#BASILAN#SUMISIP#Basilan#37#51#88#24#39#63#21#19#40#6#25#31#0#0#0#0#0#0#0#0#0#88#134#222
