321110#A.P. Guevara IS#Region I - Ilocos Region#PANGASINAN#BAYAMBANG#Pangasinan I, Lingayen#34#29#63#48#32#80#16#20#36#31#16#47#129#97#226
321123#Abagatanen IS#Region I - Ilocos Region#PANGASINAN#AGNO#Pangasinan I, Lingayen#14#8#22#17#16#33#28#19#47#0#0#0#59#43#102
300376#Abanon NHS#Region I - Ilocos Region#PANGASINAN#SAN CARLOS CITY#San Carlos City#162#113#275#148#137#285#126#117#243#99#147#246#535#514#1049
300001#Adams NHS#Region I - Ilocos Region#ILOCOS NORTE#ADAMS#Ilocos Norte#17#17#34#13#16#29#18#14#32#22#12#34#70#59#129
320820#Adriano P. Arzadon NHS#Region I - Ilocos Region#ILOCOS NORTE#NUEVA ERA#Ilocos Norte#26#26#52#10#15#25#7#20#27#23#23#46#66#84#150
300032#Ag-agrao NHS#Region I - Ilocos Region#ILOCOS SUR#SANTA MARIA#Ilocos Sur#33#25#58#21#27#48#20#27#47#26#20#46#100#99#199
305703#Agdao Integrated School#Region I - Ilocos Region#PANGASINAN#SAN CARLOS CITY#San Carlos City#54#59#113#32#35#67#36#31#67#0#0#0#122#125#247
300154#Agno NHS#Region I - Ilocos Region#PANGASINAN#AGNO#Pangasinan I, Lingayen#142#171#313#164#154#318#152#187#339#136#189#325#594#701#1295
321128#Aguilar Integrated School#Region I - Ilocos Region#PANGASINAN#AGUILAR#Pangasinan I, Lingayen#132#131#263#35#37#72#31#35#66#0#0#0#198#203#401
300155#Alaminos City NHS#Region I - Ilocos Region#PANGASINAN#CITY OF ALAMINOS#Alaminos City#430#433#863#453#449#902#394#392#786#367#355#722#1644#1629#3273
300279#Alejandro F. Oligan HS (Asan Sur NHS)#Region I - Ilocos Region#PANGASINAN#SISON#Pangasinan II, Binalonan#64#62#126#72#72#144#49#46#95#47#50#97#232#230#462
300156#Aliaga NHS#Region I - Ilocos Region#PANGASINAN#MALASIQUI#Pangasinan I, Lingayen#34#38#72#33#31#64#45#36#81#34#39#73#146#144#290
300269#Alibeng NHS#Region I - Ilocos Region#PANGASINAN#SISON#Pangasinan II, Binalonan#18#20#38#20#12#32#19#21#40#28#20#48#85#73#158
300033#Alilem NHS (Alilem Daya HS)#Region I - Ilocos Region#ILOCOS SUR#ALILEM#Ilocos Sur#66#69#135#62#57#119#63#57#120#54#50#104#245#233#478
300110#Alipang NHS#Region I - Ilocos Region#LA UNION#ROSARIO#La Union#31#9#40#21#19#40#27#13#40#21#22#43#100#63#163
300157#Alos National High School#Region I - Ilocos Region#PANGASINAN#CITY OF ALAMINOS#Alaminos City#111#84#195#85#87#172#96#63#159#61#74#135#353#308#661
300270#Amagbagan NHS#Region I - Ilocos Region#PANGASINAN#SISON#Pangasinan II, Binalonan#38#28#66#48#20#68#35#38#73#27#23#50#148#109#257
300271#Amamperez Agro-Industrial HS#Region I - Ilocos Region#PANGASINAN#VILLASIS#Pangasinan II, Binalonan#41#31#72#39#31#70#41#36#77#31#43#74#152#141#293
300034#Amarao NHS#Region I - Ilocos Region#ILOCOS SUR#SANTA CRUZ#Ilocos Sur#42#22#64#33#27#60#27#33#60#35#28#63#137#110#247
300272#Ambalangan Dalin NHS#Region I - Ilocos Region#PANGASINAN#SAN FABIAN#Pangasinan II, Binalonan#39#29#68#26#26#52#33#22#55#26#17#43#124#94#218
320910#Ambalayat IS#Region I - Ilocos Region#ILOCOS SUR#TAGUDIN#Ilocos Sur#86#71#157#43#23#66#33#25#58#13#17#30#175#136#311
300091#Amlang-Nagtagaan NHS#Region I - Ilocos Region#LA UNION#ROSARIO#La Union#41#42#83#45#36#81#39#37#76#28#43#71#153#158#311
