321110#A.P. Guevarra IS#Region I - Ilocos Region#PANGASINAN#BAYAMBANG#Pangasinan I, Lingayen#53#29#82#23#24#47#31#21#52#17#19#36#124#93#217
321123#Abagatanen IS#Region I - Ilocos Region#PANGASINAN#AGNO#Pangasinan I, Lingayen#18#17#35#26#17#43#0#0#0#0#0#0#44#34#78
300376#Abanon NHS#Region I - Ilocos Region#PANGASINAN#SAN CARLOS CITY#San Carlos City#157#144#301#158#127#285#119#152#271#142#170#312#576#593#1169
300090#Acao NHS#Region I - Ilocos Region#LA UNION#BAUANG#La Union#28#22#50#33#23#56#42#24#66#42#18#60#145#87#232
300001#Adams NHS#Region I - Ilocos Region#ILOCOS NORTE#ADAMS#Ilocos Norte#13#16#29#18#16#34#22#12#34#11#12#23#64#56#120
320820#Adriano P. Arzadon NHS#Region I - Ilocos Region#ILOCOS NORTE#NUEVA ERA#Ilocos Norte#13#14#27#11#22#33#24#24#48#16#17#33#64#77#141
300032#Ag-agrao NHS#Region I - Ilocos Region#ILOCOS SUR#SANTA MARIA#Ilocos Sur#26#27#53#20#27#47#27#25#52#25#21#46#98#100#198
305703#Agdao Integrated School#Region I - Ilocos Region#PANGASINAN#SAN CARLOS CITY#San Carlos City#43#32#75#39#33#72#0#0#0#0#0#0#82#65#147
300154#Agno NHS#Region I - Ilocos Region#PANGASINAN#AGNO#Pangasinan I, Lingayen#167#174#341#187#202#389#169#174#343#150#178#328#673#728#1401
321128#Aguilar Integrated School#Region I - Ilocos Region#PANGASINAN#AGUILAR#Pangasinan I, Lingayen#35#40#75#33#32#65#0#0#0#0#0#0#68#72#140
300155#Alaminos City NHS#Region I - Ilocos Region#PANGASINAN#CITY OF ALAMINOS#Alaminos City#510#473#983#478#407#885#400#381#781#338#374#712#1726#1635#3361
300279#Alejandro F. Oligan HS (Asan Sur NHS)#Region I - Ilocos Region#PANGASINAN#SISON#Pangasinan II, Binalonan#83#70#153#55#45#100#46#54#100#46#31#77#230#200#430
300156#Aliaga NHS#Region I - Ilocos Region#PANGASINAN#MALASIQUI#Pangasinan I, Lingayen#34#33#67#46#38#84#37#39#76#36#38#74#153#148#301
300269#Alibeng NHS#Region I - Ilocos Region#PANGASINAN#SISON#Pangasinan II, Binalonan#20#18#38#19#22#41#30#20#50#16#22#38#85#82#167
